"","Gene","x","y"
"5680",2,8616,43721
"5681",2,8241,43538
"5682",2,9275,40442
"5683",2,9108,41866
"5684",2,9421,40385
"5685",2,5574,42877
"5686",2,9905,42603
"5687",2,6543,40574
"5688",2,5311,44160
"5689",2,9983,43580
"5690",2,8387,41959
"5691",2,6407,41488
"5692",2,7900,44278
"5693",2,8152,44388
"5694",2,7242,43502
"5695",2,7187,44767
"5696",2,8284,44425
"5697",2,9867,43610
"5698",2,8151,42933
"5699",2,8847,41451
"5700",2,8065,44114
"5701",2,5201,42645
"5702",2,9675,43170
"5703",2,6335,42359
"5704",2,6649,42247
"5705",2,9339,41988
"5706",2,5597,41923
"5707",2,6570,40629
"5708",2,5871,44973
"5709",2,6100,43701
"5710",2,7732,44236
"5711",2,8396,42984
"5712",2,8508,42293
"5713",2,8456,41092
"5714",2,8011,40383
"5715",2,5157,40877
"5716",2,5268,41525
"5717",2,6652,44210
"5718",2,7186,41930
"5719",2,8341,44395
"5720",2,7034,41111
"5721",2,8126,44502
"5722",2,7055,41437
"5723",2,5340,42241
"5724",2,8211,40639
"5725",2,8666,40993
"5726",2,8355,43654
"5727",2,5438,44059
"5728",2,7920,44158
"5729",2,8428,41829
"5730",2,9544,42846
"5731",2,8241,40565
"5732",2,9099,41695
"5733",2,5490,41666
"5734",2,8097,43100
"5735",2,8525,43188
"5736",2,8040,44615
"5737",2,8264,42844
"5738",2,8152,40739
"5739",2,6647,44306
"5740",2,6774,40439
"5741",2,6593,40696
"5742",2,9601,41285
"5743",2,9726,44286
"5744",2,8294,42067
"5745",2,5149,42988
"5746",2,7218,40302
"5747",2,6734,40714
"5748",2,9225,41716
"5749",2,8150,43975
"5750",2,9739,42663
"5751",2,8324,41562
"5752",2,9509,42842
"5753",2,7896,40191
"5754",2,5994,44990
"5755",2,8817,41685
"5756",2,5043,44442
"5757",2,6709,44580
"5758",2,6463,41387
"5759",2,8155,44851
"5760",2,8742,41837
"5761",2,7373,41499
"5762",2,7606,40162
"5763",2,8658,41527
"5764",2,7270,44720
"5765",2,8150,40168
"5766",2,6492,42218
"5767",2,7949,44754
"5768",2,8252,40991
"5769",2,8510,43561
"5770",2,6555,44434
"5771",2,8942,41339
"5772",2,6677,42227
"5773",2,6646,40513
"5774",2,6108,41787
"5775",2,8497,42150
"5776",2,7071,42547
"5777",2,5202,43288
"5778",2,9846,43965
"5779",2,7009,44621
"5780",2,8580,41066
"5781",2,8279,44817
"5782",2,8242,42087
"5783",2,8528,41966
"5784",2,7191,41964
"5785",2,7168,44876
"5786",2,9272,40452
"5787",2,8441,42445
"5788",2,9770,43534
"5789",2,5131,43518
"5790",2,9457,40953
"5791",2,7338,40676
"5792",2,6978,44198
"5793",2,8388,43025
"5794",2,8323,44574
"5795",2,9131,40380
"5796",2,5237,42435
"5797",2,6727,40272
"5798",2,7941,44434
"5799",2,9343,42184
"5800",2,5128,44608
"5801",2,6588,42101
"5802",2,9912,42591
"5803",2,5354,44889
"5804",2,7773,40036
"5805",2,7062,44684
"5806",2,8278,41457
"5807",2,8119,44664
"5808",2,9351,41829
"5809",2,9439,40605
"5810",2,6284,43697
"5811",2,8264,43810
"5812",2,8067,40360
"5813",2,8012,41377
"5814",2,8373,43700
"5815",2,7010,42538
"5816",2,8059,41142
"5817",2,7429,42872
"5818",2,7036,40849
"5819",2,5926,40311
"5820",2,8323,43719
"5821",2,6680,44339
"5822",2,8123,40359
"5823",2,5273,43392
"5824",2,5676,41457
"5825",2,7490,41259
"5826",2,6611,44329
"5827",2,6599,42164
"5828",2,6615,44229
"5829",2,5798,41320
"5830",2,8166,44611
"5831",2,5747,40877
"5832",2,8176,44884
"5833",2,5565,41913
"5834",2,7976,44491
"5835",2,7176,41763
"5836",2,7948,44177
"5837",2,8304,44051
"5838",2,9703,40966
"5839",2,5611,41880
"5840",2,8411,44828
"5841",2,8036,42530
"5842",2,6691,40573
"5843",2,8542,44891
"5844",2,8091,44764
"5845",2,9151,41288
"5846",2,7385,43219
"5847",2,8909,41849
"5848",2,6052,44847
"5849",2,7634,42076
"5850",2,6825,43655
"5851",2,6706,43967
"5852",2,6481,44894
"5853",2,9580,42850
"5854",2,6929,41820
"5855",2,6653,43295
"5856",2,6382,42328
"5857",2,7965,42903
"5858",2,6798,43902
"5859",2,6471,40403
"5860",2,6975,40867
"5861",2,6944,44838
"5862",2,6444,41726
"5863",2,8805,41892
"5864",2,6934,43950
"5865",2,7876,40030
"5866",2,7225,44250
"5867",2,8404,42574
"5868",2,5312,44598
"5869",2,8175,44077
"5870",2,9855,42755
"5871",2,5015,43781
"5872",2,5641,40366
"5873",2,6491,42055
"5874",2,7971,44748
"5875",2,6926,41274
"5876",2,6429,43518
"5877",2,9022,41251
"5878",2,6544,42901
"5879",2,8786,41963
"5880",2,6931,41279
"5881",2,8149,44024
"5882",2,5551,41713
"5883",2,6089,43764
"5884",2,5817,40971
"5885",2,8469,40915
"5886",2,8181,43345
"5887",2,6686,44407
"5888",2,8319,43477
"5889",2,6430,43414
"5890",2,7454,40703
"5891",2,6597,40408
"5892",2,7118,44917
"5893",2,5826,43071
"5894",2,6637,42467
"5895",2,5676,40539
"5896",2,8413,41878
"5897",2,6301,41840
"5898",2,8817,41913
"5899",2,8219,40426
"5900",2,6569,42138
"5901",2,8192,42867
"5902",2,8462,43525
"5903",2,5915,40558
"5904",2,6712,43849
"5905",2,9056,41293
"5906",2,6771,43780
"5907",2,8403,43177
"5908",2,9573,40391
"5909",2,8790,42014
"5910",2,5292,44039
"5911",2,6483,40939
"5912",2,5527,43681
"5913",2,9343,41855
"5914",2,5570,44173
"5915",2,9484,40236
"5916",2,6064,42287
"5917",2,7447,43774
"5918",2,8443,44888
"5919",2,7253,44153
"5920",2,6264,44713
"5921",2,7232,42768
"5922",2,8906,41564
"5923",2,7384,44227
"5924",2,5188,43274
"5925",2,7030,41458
"5926",2,5103,40807
"5927",2,6818,43949
"5928",2,9234,40502
"5929",2,6022,43783
"5930",2,6898,44044
"5931",2,7198,43617
"5932",2,8999,41219
"5933",2,7273,44136
"5934",2,8782,42053
"5935",2,8185,44883
"5936",2,7527,44845
"5937",2,8492,43366
"5938",2,6996,41031
"5939",2,5781,41843
"5940",2,7109,44581
"5941",2,5782,41305
"5942",2,8298,44639
"5943",2,6496,41567
"5944",2,8366,41717
"5945",2,7800,44678
"5946",2,5923,41771
"5947",2,6157,40398
"5948",2,6109,41835
"5949",2,6922,42894
"5950",2,9933,40363
"5951",2,5801,41240
"5952",2,7017,41988
"5953",2,8271,43499
"5954",2,7005,42788
"5955",2,9497,42772
"5956",2,7745,42037
"5957",2,8340,44744
"5958",2,7259,44170
"5959",2,6325,40337
"5960",2,8649,43795
"5961",2,8139,42363
"5962",2,8921,41448
"5963",2,8412,40812
"5964",2,8232,40851
"5965",2,7381,44181
"5966",2,5657,42629
"5967",2,9419,40893
"5968",2,8495,42108
"5969",2,8050,42338
"5970",2,5856,43435
"5971",2,6972,41035
"5972",2,6319,44804
"5973",2,6530,40400
"5974",2,8421,43758
"5975",2,6999,42493
"5976",2,5236,43503
"5977",2,9826,43647
"5978",2,9001,41758
"5979",2,8374,40973
"5980",2,6419,40210
"5981",2,6640,43357
"5982",2,5625,42818
"5983",2,8560,42363
"5984",2,8414,43800
"5985",2,5471,42737
"5986",2,8267,43180
"5987",2,7325,43441
"5988",2,8442,41038
"5989",2,6835,43972
"5990",2,6454,40385
"5991",2,6684,40324
"5992",2,5439,43879
"5993",2,6390,42677
"5994",2,6543,44195
"5995",2,7391,42772
"5996",2,8621,40025
"5997",2,9241,40449
"5998",2,9241,42157
"5999",2,7325,43024
"6000",2,6744,40473
"6001",2,5116,43336
"6002",2,7110,41595
"6003",2,8059,42433
"6004",2,5425,42130
"6005",2,9589,42923
"6006",2,8013,43146
"6007",2,8427,43348
"6008",2,6886,40335
"6009",2,7323,40040
"6010",2,6748,43837
"6011",2,5013,43689
"6012",2,6645,44668
"6013",2,8938,41901
"6014",2,7654,40013
"6015",2,6113,41837
"6016",2,5015,44580
"6017",2,9731,40983
"6018",2,5022,43459
"6019",2,8010,40361
"6020",2,6632,44809
"6021",2,8624,41520
"6022",2,6546,41540
"6023",2,6153,43018
"6024",2,6887,40302
"6025",2,8533,44022
"6026",2,7212,42007
"6027",2,8638,41980
"6028",2,9600,41227
"6029",2,5441,43703
"6030",2,6453,40648
"6031",2,8275,44345
"6032",2,6657,44992
"6033",2,9535,42790
"6034",2,8923,41836
"6035",2,8285,44513
"6036",2,7189,42020
"6037",2,8647,43702
"6038",2,9135,41873
"6039",2,5138,43210
"6040",2,5064,44589
"6041",2,5976,41595
"6042",2,5830,42249
"6043",2,7020,44030
"6044",2,5407,40571
"6045",2,6021,41214
"6046",2,8265,44624
"6047",2,7246,40471
"6048",2,8455,43164
"6049",2,7263,41900
"6050",2,6551,42083
"6051",2,7195,43565
"6052",2,9201,40288
"6053",2,9892,44588
"6054",2,5658,42866
"6055",2,5566,41586
"6056",2,8458,42510
"6057",2,8255,44638
"6058",2,7250,43519
"6059",2,7122,42668
"6060",2,8224,41390
"6061",2,8409,42104
"6062",2,7118,41928
"6063",2,8510,43737
"6064",2,6616,40271
"6065",2,8737,40356
"6066",2,7977,44795
"6067",2,7185,41553
"6068",2,6638,40542
"6069",2,7103,43711
"6070",2,7011,44655
"6071",2,8468,43570
"6072",2,9813,40612
"6073",2,8464,42536
"6074",2,6975,44576
"6075",2,6364,43150
"6076",2,5946,44938
"6077",2,6922,43905
"6078",2,9167,40458
"6079",2,7266,41693
"6080",2,9505,42852
"6081",2,8425,41092
"6082",2,7876,40305
"6083",2,9998,44323
"6084",2,6562,42087
"6085",2,7250,44086
"6086",2,7177,44927
"6087",2,8414,44836
"6088",2,7965,44523
"6089",2,7989,40295
"6090",2,7905,44262
"6091",2,9904,43692
"6092",2,6303,41436
"6093",2,5733,42510
"6094",2,8906,41905
"6095",2,6310,41174
"6096",2,8452,41714
"6097",2,6362,42872
"6098",2,8860,40283
"6099",2,6320,41129
"6100",2,5490,44540
"6101",2,8213,44185
"6102",2,7892,40130
"6103",2,8112,44328
"6104",2,8952,41810
"6105",2,7332,44220
"6106",2,5142,40739
"6107",2,7718,40004
"6108",2,6742,43781
"6109",2,7819,44237
"6110",2,6540,43370
"6111",2,5845,41336
"6112",2,6190,43716
"6113",2,8018,44710
"6114",2,8325,42827
"6115",2,6484,40530
"6116",2,8535,40961
"6117",2,5112,41456
"6118",2,7149,42306
"6119",2,6509,41341
"6120",2,7324,42925
"6121",2,5561,42863
"6122",2,6590,44249
"6123",2,8046,40425
"6124",2,5161,42731
"6125",2,6189,42420
"6126",2,9791,40656
"6127",2,6578,40596
"6128",2,8288,44479
"6129",2,6077,44829
"6130",2,5262,41232
"6131",2,6700,40601
"6132",2,6760,42767
"6133",2,5082,43694
"6134",2,5063,40907
"6135",2,6749,43810
"6136",2,6696,44336
"6137",2,8331,41006
"6138",2,5520,42061
"6139",2,5509,41807
"6140",2,8395,41948
"6141",2,7248,44872
"6142",2,9590,42634
"6143",2,8411,41013
"6144",2,6585,44334
"6145",2,8133,40642
"6146",2,5560,41973
"6147",2,8466,41614
"6148",2,5390,43961
"6149",2,9447,40313
"6150",2,8309,44476
"6151",2,9197,44917
"6152",2,6535,42151
"6153",2,6968,41218
"6154",2,9232,41845
"6155",2,7739,40150
"6156",2,6746,40335
"6157",2,8185,43027
"6158",2,8216,41016
"6159",2,6688,43950
"6160",2,8000,40513
"6161",2,6814,43819
"6162",2,8182,40491
"6163",2,7812,40282
"6164",2,8193,43517
"6165",2,8161,44712
"6166",2,7324,43715
"6167",2,6680,43836
"6168",2,5956,41395
"6169",2,7001,42841
"6170",2,6762,40389
"6171",2,6339,42881
"6172",2,8028,44657
"6173",2,7982,44280
"6174",2,7377,42883
"6175",2,8004,44670
"6176",2,6672,42172
"6177",2,8687,40507
"6178",2,6633,44355
"6179",2,9227,40474
"6180",2,8322,44271
"6181",2,7649,40168
"6182",2,5998,41667
"6183",2,8134,43329
"6184",2,8919,41795
"6185",2,5385,40911
"6186",2,9694,42596
"6187",2,5663,41770
"6188",2,7300,43346
"6189",2,8092,42524
"6190",2,6016,41628
"6191",2,5076,40826
"6192",2,8308,43791
"6193",2,6519,44970
"6194",2,8493,43158
"6195",2,8371,40937
"6196",2,6321,44576
"6197",2,5484,41831
"6198",2,8411,44877
"6199",2,9542,40909
"6200",2,7066,42717
"6201",2,6913,44017
"6202",2,8791,41735
"6203",2,8435,42135
"6204",2,6466,40713
"6205",2,8203,41236
"6206",2,9192,40450
"6207",2,8909,41919
"6208",2,8170,42633
"6209",2,7109,43863
"6210",2,7351,43369
"6211",2,6228,44769
"6212",2,6958,42565
"6213",2,6960,40609
"6214",2,8434,40283
"6215",2,5250,43200
"6216",2,5719,41709
"6217",2,8526,43714
"6218",2,5158,43602
"6219",2,8110,43072
"6220",2,6337,40400
"6221",2,6550,40432
"6222",2,9496,42882
"6223",2,7285,42900
"6224",2,6509,40557
"6225",2,9993,42971
"6226",2,7934,44139
"6227",2,8558,43593
"6228",2,9518,42872
"6229",2,6552,43126
"6230",2,6119,44740
"6231",2,7052,41072
"6232",2,8402,40927
"6233",2,6288,41226
"6234",2,6451,41082
"6235",2,8323,41733
"6236",2,5909,44931
"6237",2,5844,43571
"6238",2,7249,44781
"6239",2,6688,40209
"6240",2,8404,41780
"6241",2,7254,41967
"6242",2,9437,42634
"6243",2,9770,41320
"6244",2,9297,41790
"6245",2,7982,44728
"6246",2,6504,41625
"6247",2,5143,43562
"6248",2,6126,42968
"6249",2,8215,43134
"6250",2,6252,41325
"6251",2,6607,44968
"6252",2,7208,40551
"6253",2,7016,41057
"6254",2,6748,42369
"6255",2,9954,40684
"6256",2,5993,41240
"6257",2,8582,43714
"6258",2,7086,43390
"6259",2,5523,41529
"6260",2,8377,44835
"6261",2,8223,40874
"6262",2,6641,43773
"6263",2,9835,42984
"6264",2,6420,40561
"6265",2,6930,40909
"6266",2,5551,43939
"6267",2,6638,44333
"6268",2,5014,44635
"6269",2,7083,43017
"6270",2,7317,40069
"6271",2,7125,42765
"6272",2,5163,40844
"6273",2,6991,41009
"6274",2,7588,42093
"6275",2,7388,44049
"6276",2,6385,40717
"6277",2,5040,44513
"6278",2,6235,42872
"6279",2,7207,44516
"6280",2,7287,43475
"6281",2,9593,42872
"6282",2,5319,43827
"6283",2,7024,40856
"6284",2,7129,44357
"6285",2,6746,42104
"6286",2,9726,44700
"6287",2,6584,43135
"6288",2,9142,41853
"6289",2,7224,41970
"6290",2,6327,40483
"6291",2,7210,40451
"6292",2,5120,44424
"6293",2,6735,43816
"6294",2,5226,45000
"6295",2,8303,40858
"6296",2,7002,40916
"6297",2,6952,40936
"6298",2,8489,43756
"6299",2,7155,44964
"6300",2,5123,43916
"6301",2,8061,44246
"6302",2,8894,41829
"6303",2,7160,42822
"6304",2,8101,42442
"6305",2,8148,44468
"6306",2,8940,41817
"6307",2,8738,40652
"6308",2,8187,44684
"6309",2,7888,40066
"6310",2,7916,40401
"6311",2,8412,43579
"6312",2,6315,42946
"6313",2,8190,44742
"6314",2,6694,44407
"6315",2,6568,42868
"6316",2,5802,41230
"6317",2,9617,41954
"6318",2,6923,41460
"6319",2,7124,41888
"6320",2,7074,44856
"6321",2,8218,40947
"6322",2,8475,43746
"6323",2,5809,41277
"6324",2,8395,41434
"6325",2,6540,43085
"6326",2,7397,43316
"6327",2,7259,42225
"6328",2,5356,42285
"6329",2,8688,40597
"6330",2,9873,44180
"6331",2,7030,42854
"6332",2,6586,42140
"6333",2,8155,43184
"6334",2,6908,41145
"6335",2,6820,43554
"6336",2,6381,40447
"6337",2,7269,43970
"6338",2,5146,43529
"6339",2,5261,41649
"6340",2,8302,42627
"6341",2,6394,40336
"6342",2,6695,42101
"6343",2,5018,44520
"6344",2,9942,42948
"6345",2,8546,40566
"6346",2,7835,42328
"6347",2,8229,44040
"6348",2,8492,42226
"6349",2,5025,43376
"6350",2,7038,44919
"6351",2,9088,41307
"6352",2,8267,44089
"6353",2,8417,41178
"6354",2,6526,41175
"6355",2,8398,43547
"6356",2,8382,41919
"6357",2,8423,44833
"6358",2,8203,41037
"6359",2,5015,44986
"6360",2,8288,44726
"6361",2,5799,41198
"6362",2,7301,41727
"6363",2,5278,43657
"6364",2,8215,43825
"6365",2,9993,40598
"6366",2,6672,44790
"6367",2,7360,43820
"6368",2,9327,41962
"6369",2,7961,44395
"6370",2,8081,44539
"6371",2,9595,41294
"6372",2,8490,44856
"6373",2,8646,41972
"6374",2,8641,40980
"6375",2,9629,41275
"6376",2,7984,44494
"6377",2,7179,40443
"6378",2,6605,42857
"6379",2,5760,44755
"6380",2,7297,42933
"6381",2,8027,40616
"6382",2,6278,42875
"6383",2,9443,41889
"6384",2,5304,44912
"6385",2,7509,41186
"6386",2,5892,43371
"6387",2,8415,40681
"6388",2,8473,43544
"6389",2,5482,40809
"6390",2,8273,44591
"6391",2,5033,43451
"6392",2,8376,41681
"6393",2,6141,43149
"6394",2,8032,42967
"6395",2,6980,41104
"6396",2,7610,44194
"6397",2,8687,41717
"6398",2,9417,41955
"6399",2,8501,41622
"6400",2,9805,43735
"6401",2,8124,41226
"6402",2,8140,40811
"6403",2,8338,41005
"6404",2,8336,44779
"6405",2,8132,42706
"6406",2,5133,44741
"6407",2,6961,44702
"6408",2,7820,44275
"6409",2,5109,42738
"6410",2,8966,40677
"6411",2,8305,43459
"6412",2,7141,41921
"6413",2,5592,42793
"6414",2,7090,42672
"6415",2,7992,44467
"6416",2,8248,44535
"6417",2,6287,42330
"6418",2,5697,41371
"6419",2,6582,44583
"6420",2,9811,42485
"6421",2,5114,43623
"6422",2,8494,42503
"6423",2,8220,44578
"6424",2,5110,41477
"6425",2,6676,42899
"6426",2,7046,44937
"6427",2,6885,42446
"6428",2,9567,42827
"6429",2,8118,44504
"6430",2,8501,43498
"6431",2,9550,42826
"6432",2,8427,41103
"6433",2,9012,41335
"6434",2,8568,43635
"6435",2,8160,42943
"6436",2,7304,41066
"6437",2,5056,41723
"6438",2,7163,41150
"6439",2,6709,41463
"6440",2,8491,43615
"6441",2,6342,41725
"6442",2,6649,44133
"6443",2,9433,41958
"6444",2,7234,43872
"6445",2,5861,41214
"6446",2,8409,42795
"6447",2,8207,42772
"6448",2,8514,43541
"6449",2,7378,43900
"6450",2,7885,44280
"6451",2,7571,40702
"6452",2,6514,40491
"6453",2,9170,41745
"6454",2,7761,44181
"6455",2,9306,41920
"6456",2,8078,41255
"6457",2,5825,42323
"6458",2,5642,40648
"6459",2,8481,42324
"6460",2,8481,43761
"6461",2,5498,41012
"6462",2,6222,43845
"6463",2,8066,42910
"6464",2,9641,42763
"6465",2,7328,43397
"6466",2,5536,43606
"6467",2,8278,43192
"6468",2,8330,42164
"6469",2,7916,42528
"6470",2,8541,42390
"6471",2,8333,44301
"6472",2,7076,42953
"6473",2,7342,43936
"6474",2,8300,41520
"6475",2,7251,41768
"6476",2,8300,44926
"6477",2,7428,40546
"6478",2,6762,43842
"6479",2,5841,41434
"6480",2,8471,42253
"6481",2,8991,41169
"6482",2,8251,42938
"6483",2,5096,43545
"6484",2,8209,44752
"6485",2,7124,41711
"6486",2,6659,44349
"6487",2,6347,40658
"6488",2,5711,43726
"6489",2,8339,44805
"6490",2,8288,41109
"6491",2,5129,44599
"6492",2,7449,44659
"6493",2,6060,41015
"6494",2,8486,43226
"6495",2,6698,43738
"6496",2,7111,42827
"6497",2,9166,41890
"6498",2,8359,42540
"6499",2,7110,42810
"6500",2,5055,44574
"6501",2,8168,44720
"6502",2,8226,43107
"6503",2,7971,44685
"6504",2,8347,44790
"6505",2,7271,40335
"6506",2,8439,41110
"6507",2,8286,43539
"6508",2,8023,42231
"6509",2,6294,40429
"6510",2,6485,43068
"6511",2,9566,43866
"6512",2,8548,41633
"6513",2,6797,43938
"6514",2,9626,43084
"6515",2,8347,43833
"6516",2,9972,42567
"6517",2,8439,41596
"6518",2,6417,43676
"6519",2,7748,44198
"6520",2,8583,41523
"6521",2,7922,44449
"6522",2,6938,45000
"6523",2,5675,43828
"6524",2,8568,41087
"6525",2,5060,40855
"6526",2,6969,40837
"6527",2,7170,41111
"6528",2,5085,43852
"6529",2,8170,43962
"6530",2,8446,42248
"6531",2,9546,42034
"6532",2,5746,40938
"6533",2,9737,42655
"6534",2,6953,41915
"6535",2,6716,43781
"6536",2,9800,44179
"6537",2,8388,41810
"6538",2,6651,41893
"6539",2,5352,41136
"6540",2,9176,41871
"6541",2,6129,41495
"6542",2,6868,44987
"6543",2,6640,44299
"6544",2,8476,43873
"6545",2,8428,40629
"6546",2,7130,44759
"6547",2,5651,44101
"6548",2,6355,40403
"6549",2,5139,40883
"6550",2,8202,44221
"6551",2,8443,41315
"6552",2,6160,42626
"6553",2,8039,44644
"6554",2,7732,40104
"6555",2,6561,43311
"6556",2,7298,44969
"6557",2,5492,42735
"6558",2,6553,44784
"6559",2,8463,42654
"6560",2,7421,40564
"6561",2,5631,44674
"6562",2,5109,43586
"6563",2,5581,44830
"6564",2,6530,42162
"6565",2,8197,44461
"6566",2,8972,40925
"6567",2,8927,41385
"6568",2,8269,41600
"6569",2,6911,42154
"6570",2,6940,40802
"6571",2,7798,44562
"6572",2,7267,42951
"6573",2,6386,40472
"6574",2,8177,44854
"6575",2,6305,43814
"6576",2,6625,44925
"6577",2,8383,42057
"6578",2,7101,41146
"6579",2,7750,44690
"6580",2,6848,44537
"6581",2,6416,40215
"6582",2,8177,40331
"6583",2,5174,42819
"6584",2,6431,42569
"6585",2,8932,41056
"6586",2,8559,43787
"6587",2,6632,42626
"6588",2,8377,41248
"6589",2,8325,43794
"6590",2,8255,41869
"6591",2,8544,41941
"6592",2,6608,42255
"6593",2,9509,42370
"6594",2,6578,44237
"6595",2,9878,44974
"6596",2,5554,42787
"6597",2,5206,43913
"6598",2,8164,40937
"6599",2,5331,43395
"6600",2,5385,41852
"6601",2,6284,44784
"6602",2,6629,40680
"6603",2,9206,41785
"6604",2,8510,43242
"6605",2,8902,41709
"6606",2,6306,43879
"6607",2,7098,43957
"6608",2,6975,40893
"6609",2,5589,42774
"6610",2,8407,43173
"6611",2,8088,42330
"6612",2,8174,41233
"6613",2,6803,43946
"6614",2,7008,40941
"6615",2,7309,43071
"6616",2,6622,41132
"6617",2,7238,40563
"6618",2,6637,43922
"6619",2,5242,40731
"6620",2,9634,43119
"6621",2,7103,42877
"6622",2,8673,43680
"6623",2,7958,40076
"6624",2,8146,43096
"6625",2,5078,44564
"6626",2,6297,42920
"6627",2,8407,42450
"6628",2,8148,40532
"6629",2,7874,40013
"6630",2,8637,43860
"6631",2,6650,42299
"6632",2,7279,43952
"6633",2,9631,41472
"6634",2,8462,43692
"6635",2,8223,42976
"6636",2,5079,43555
"6637",2,5247,43487
"6638",2,8571,43125
"6639",2,6638,40574
"6640",2,7041,41895
"6641",2,7559,42043
"6642",2,7252,41175
"6643",2,9904,40467
"6644",2,9756,44314
"6645",2,9798,40605
"6646",2,8121,41241
"6647",2,6274,43699
"6648",2,7968,42936
"6649",2,7999,44202
"6650",2,5105,40796
"6651",2,5976,43870
"6652",2,7433,42852
"6653",2,9019,41750
"6654",2,9422,41744
"6655",2,5486,43607
"6656",2,7757,40001
"6657",2,6767,43827
"6658",2,8816,43838
"6659",2,9571,42982
"6660",2,7258,41787
"6661",2,9255,41720
"6662",2,7460,40654
"6663",2,9875,42967
"6664",2,9235,42206
"6665",2,8204,41075
"6666",2,6525,43039
"6667",2,8387,42238
"6668",2,6894,44078
"6669",2,7956,42695
"6670",2,5310,40937
"6671",2,8388,41071
"6672",2,8824,42035
"6673",2,6962,43964
"6674",2,6999,42857
"6675",2,5124,40756
"6676",2,6608,41862
"6677",2,8895,40890
"6678",2,6984,42869
"6679",2,7269,43795
"6680",2,8410,42244
"6681",2,5494,41857
"6682",2,9791,43701
"6683",2,7219,43855
"6684",2,8161,43441
"6685",2,7295,44898
"6686",2,7829,41048
"6687",2,6742,42063
"6688",2,8114,42273
"6689",2,7339,42848
"6690",2,5789,40915
"6691",2,8166,42942
"6692",2,6977,42056
"6693",2,6540,40728
"6694",2,5284,41445
"6695",2,9045,40574
"6696",2,5307,44624
"6697",2,8850,41824
"6698",2,7121,43877
"6699",2,8124,44023
"6700",2,6713,42501
"6701",2,8267,42611
"6702",2,5498,43704
"6703",2,7015,41877
"6704",2,5634,42859
"6705",2,6594,42108
"6706",2,8729,41967
"6707",2,9774,43817
"6708",2,9745,43025
"6709",2,8435,41648
"6710",2,9466,43808
"6711",2,9231,40454
"6712",2,8997,41803
"6713",2,6966,42165
"6714",2,6478,40709
"6715",2,6289,43612
"6716",2,7324,43380
"6717",2,6437,40570
"6718",2,5405,41039
"6719",2,8084,42356
"6720",2,8087,43107
"6721",2,8248,43832
"6722",2,8840,40966
"6723",2,8293,43794
"6724",2,8180,40737
"6725",2,7413,40552
"6726",2,6559,41086
"6727",2,7046,41043
"6728",2,7423,44989
"6729",2,8505,40895
"6730",2,6308,44615
"6731",2,6504,44439
"6732",2,9570,42032
"6733",2,9928,42922
"6734",2,9999,43753
"6735",2,9373,42255
"6736",2,5508,43699
"6737",2,7175,44998
"6738",2,8308,42058
"6739",2,7751,44726
"6740",2,7058,42813
"6741",2,7135,42809
"6742",2,8362,44348
"6743",2,5917,41649
"6744",2,7031,42555
"6745",2,6554,41723
"6746",2,9890,40742
"6747",2,8601,43628
"6748",2,6940,40839
"6749",2,9031,41159
"6750",2,9150,41767
"6751",2,9978,43800
"6752",2,8098,41238
"6753",2,9355,42387
"6754",2,7778,41019
"6755",2,5128,40716
"6756",2,8677,40000
"6757",2,5713,40936
"6758",2,7217,44248
"6759",2,6479,44020
"6760",2,8333,44051
"6761",2,8266,40824
"6762",2,6771,43883
"6763",2,7977,44821
"6764",2,5288,44648
"6765",2,8972,41300
"6766",2,6629,40529
"6767",2,5416,41527
"6768",2,8086,42948
"6769",2,8493,43883
"6770",2,7371,44286
"6771",2,8435,41754
"6772",2,7490,44069
"6773",2,8199,43000
"6774",2,5075,43648
"6775",2,6551,40674
"6776",2,9874,40368
"6777",2,7322,41384
"6778",2,8235,42613
"6779",2,8178,44837
"6780",2,5511,44063
"6781",2,5444,43690
"6782",2,5061,42839
"6783",2,8313,41563
"6784",2,7303,42752
"6785",2,8192,43295
"6786",2,6023,43572
"6787",2,6617,41912
"6788",2,7937,44453
"6789",2,8005,44683
"6790",2,5137,41515
"6791",2,6236,44788
"6792",2,8530,43498
"6793",2,6954,42548
"6794",2,7357,42861
"6795",2,6274,44684
"6796",2,7158,40337
"6797",2,5205,43634
"6798",2,9565,42844
"6799",2,9231,41762
"6800",2,5545,41746
"6801",2,7323,42939
"6802",2,5885,43006
"6803",2,5069,40827
"6804",2,7162,42844
"6805",2,6917,41276
"6806",2,6672,40604
"6807",2,7119,44963
"6808",2,6941,42130
"6809",2,7165,44969
"6810",2,9209,41798
"6811",2,8427,43774
"6812",2,8316,42916
"6813",2,6389,42063
"6814",2,8435,43551
"6815",2,5537,43881
"6816",2,6297,40406
"6817",2,5332,44559
"6818",2,5069,41768
"6819",2,7829,44384
"6820",2,5367,41923
"6821",2,9862,41247
"6822",2,7104,40932
"6823",2,8297,44688
"6824",2,7156,42318
"6825",2,6584,44348
"6826",2,8450,42462
"6827",2,6293,43708
"6828",2,6711,43930
"6829",2,8413,41660
"6830",2,7776,42078
"6831",2,7231,43459
"6832",2,5165,40208
"6833",2,8526,42362
"6834",2,7702,42903
"6835",2,7330,43996
"6836",2,5538,44131
"6837",2,7272,43486
"6838",2,8974,41802
"6839",2,7229,40153
"6840",2,8114,44048
"6841",2,8555,41004
"6842",2,7176,44877
"6843",2,9064,41807
"6844",2,6481,40351
